t,eyebrows_interp,pitch
8.526,1.4043938905971025,172.95684010950612
8.528,1.4031013293077435,172.8528388902183
8.53,1.4018087680183855,172.38255452064973
8.532,1.4005162067290264,171.5414204425317
8.534,1.3897448626509574,170.3783400423761
8.536,1.36001595299552,169.0323733624581
8.538,1.3302870433400562,167.52751283107415
8.54,1.3005581336846188,165.88775087652027
8.542,1.270829224029155,164.1370799270924
8.544,1.2411003143736912,162.29949241108656
8.546,1.2113714047182538,160.39898075679875
8.548,1.18164249506279,158.4595373925249
8.55,1.1519135854073261,156.50515474656103
8.552,1.1221846757518885,154.55982524720312
8.554,1.0924557660964247,152.64754132274714
8.556,1.0627268564409873,150.79229540148913
8.558,1.0329979467855235,
8.56,1.0032690371300597,
8.562,0.9735401274746223,
8.564,0.9438112178191584,
8.566,0.9140823081636946,
8.568,0.8722894931408429,
8.57,0.8244647254342495,
8.572,0.7766399577276986,
8.574,0.7288151900211052,
8.576,0.6809904223145118,
8.578,0.6331656546079609,
8.58,0.5853408869013675,
8.582,0.5375161191947742,
8.584,0.48969135148822324,
8.586,0.44186658378162985,
8.588,0.39404181607507893,
8.59,0.34621704836848555,
8.592,0.29839228066189216,
8.594,0.2505675129553413,
8.596,0.2027427452487479,
8.598,0.15491797754215453,
8.6,0.1070932098356037,
8.602,0.10838577112497745,
8.604,0.10967833241435004,
8.606,0.11097089370372379,
8.608,0.11226345499309753,
8.61,0.11355601628247013,
8.612,0.11484857757184387,
8.614,0.11614113886121762,
8.616,0.11743370015059022,
8.618,0.11872626143996395,
8.62,0.12001882272933656,
8.622,0.1213113840187103,
8.624,0.12260394530808405,
8.626,0.12389650659745664,
8.628,0.12518906788683037,
8.63,0.12648162917620415,
8.632,0.12777419046557673,
8.634,0.1307901668074393,
8.636,0.13725297325426922,
8.638,0.14371577970110488,
8.64,0.15017858614794052,
8.642,0.15664139259477045,
8.644,0.1631041990416061,
8.646,0.16956700548844175,
8.648,0.17602981193527167,
8.65,0.1824926183821073,
8.652,0.18895542482893724,
8.654,0.1954182312757729,
8.656,0.20188103772260854,
8.658,0.20834384416943846,
8.66,0.21480665061627413,
8.662,0.22126945706310977,
8.664,0.2277322635099397,
8.666,0.23419506995677533,
8.668,0.24410470650858568,
8.67,0.25573775811289423,
8.672,0.26737080971720284,
8.674,0.27900386132150107,
8.676,0.2906369129258096,
8.678,0.30226996453011823,
8.68,0.31390301613441646,
8.682,0.325536067738725,
8.684,0.3371691193430233,186.539633163672
8.686,0.34880217094733185,186.27995647331164
8.688,0.36043522255164046,185.88854252668952
8.69,0.3720682741559387,185.37221121202268
8.692,0.3837013257602473,184.73778241752817
8.694,0.39533437736455584,183.99207603142293
8.696,0.4069674289688541,183.14191194192412
8.698,0.4186004805731627,182.1941100372488
8.7,0.4302335321774609,181.15549020561383
8.702,0.4366963386242929,180.03287233523645
8.704,0.44315914507112486,178.83307631433354
8.706,0.4496219515179511,177.5629220311222
8.708,0.4560847579647831,176.22922937381904
8.71,0.46254756441161504,174.77005687581809
8.712,0.46901037085844133,173.27372157008102
8.714,0.4754731773052733,171.74228835731614
8.716,0.48193598375209956,170.1923787268923
8.718,0.4883987901989315,168.63764021573354
8.72,0.4948615966457635,167.08658319596836
8.722,0.5013244030925897,165.56274841520946
8.724,0.5077872095394217,164.09032361797557
8.726,0.5142500159862538,162.67865511269935
8.728,0.5207128224330799,161.32375186453558
8.73,0.5271756288799119,160.02624256315568
8.732,0.5336384353267382,158.79644033823692
8.734,0.5418246568260624,157.65043836954644
8.736,0.5534577084303667,156.60565776608314
8.738,0.5650907600346607,155.64547015436392
8.74,0.576723811638965,154.71171183025746
8.742,0.5883568632432693,153.79403756315398
8.744,0.5999899148475633,152.90915350533817
8.746,0.6116229664518675,152.05734859589023
8.748,0.6232560180561615,151.24359259398773
8.75,0.6348890696604658,150.44259000781594
8.752,0.64652212126477,149.56332642100483
8.754,0.658155172869064,148.73269321511657
8.756,0.6697882244733683,148.02273526168682
8.758,0.6814212760776622,147.34032672787458
8.76,0.6930543276819665,146.83275931429765
8.762,0.7046873792862709,146.53519243807546
8.764,0.7163204308905649,146.4827855163271
8.766,0.7279534824948691,146.7106979661716
8.768,0.7499270244141175,147.25408920472796
8.77,0.7770708114908208,148.14811864911528
8.772,0.8042145985675482,149.42794571645257
8.774,0.8313583856442515,151.12872982385886
8.776,0.8585021727209787,153.28563038845317
8.778,0.8856459597977062,155.93380682735463
8.78,0.9127897468744095,159.1084185576822
8.782,0.9399335339511368,
8.784,0.9670773210278643,
8.786,0.9942211081045675,
8.788,1.0213648951812948,
8.79,1.048508682257998,
8.792,1.0756524693347256,
8.794,1.1027962564114528,
8.796,1.1299400434881561,
8.798,1.1570838305648836,
8.8,1.1842276176416109,
8.802,1.2100788434289342,
8.804,1.2359300692162805,
8.806,1.2617812950036038,
8.808,1.28763252079095,
8.81,1.3134837465782963,
8.812,1.3393349723656196,
8.814,1.3651861981529658,154.20340587173115
8.816,1.391037423940312,154.1699291390969
8.818,1.4168886497276354,154.1725300708204
8.82,1.4427398755149818,154.2075005314756
8.822,1.468591101302305,154.27113238563632
8.824,1.4944423270896512,154.3597174978764
8.826,1.5202935528769976,154.46954773276974
8.828,1.546144778664321,154.5969149548902
8.83,1.5719960044516672,154.73811102881157
8.832,1.5978472302390134,154.8894278191078
8.834,1.6090494280801992,155.04715719035266
8.836,1.5909535700290551,155.20759100712007
8.838,1.5728577119779268,155.36702113398337
8.84,1.5547618539267827,155.53042432874213
8.842,1.5366659958756383,155.68229424522903
8.844,1.5185701378245102,155.8186260930295
8.846,1.500474279773366,155.9426409383063
8.848,1.4823784217222218,156.05065508814366
8.85,1.4642825636710937,156.13370360286595
8.852,1.4461867056199493,156.17986478363773
8.854,1.4280908475688212,156.17548312525054
8.856,1.4099949895176769,156.10894086588206
8.858,1.3918991314665328,155.97416816467148
8.86,1.3738032734154046,155.7681378575699
8.862,1.3557074153642603,155.49021947840487
8.864,1.337611557313116,155.1439498192301
8.866,1.3195156992619879,154.73600843595491
8.868,1.3255476519456895,154.27432493684088
8.87,1.343643509996814,153.7684774505005
8.872,1.3617393680479546,153.22883656134027
8.874,1.3798352260990951,152.6642801562966
8.876,1.3979310841502197,152.0838776202191
8.878,1.4160269422013603,151.49711611672788
8.88,1.4341228002525008,150.9126641847019
8.882,1.4522186583036252,150.33870666000746
8.884,1.470314516354766,149.78258855536097
8.886,1.4884103744058903,149.24856901042995
8.888,1.5065062324570309,148.73870856578506
8.89,1.5246020905081714,148.25523849614794
8.892,1.542697948559296,147.7997657255603
8.894,1.5607938066104365,147.37278923235144
8.896,1.578889664661577,146.9749122850072
8.898,1.5969855227127017,146.60678443131292
8.9,1.6150813807638422,146.26472862862815
8.902,1.6008632065808135,145.9387571273709
8.904,1.586645032397772,145.6202642756765
8.906,1.5724268582147307,145.30499307030195
8.908,1.558208684031702,144.99092162239182
8.91,1.5439905098486606,144.6790741856121
8.912,1.5297723356656192,144.372435022013
8.914,1.5155541614825905,144.07078424137174
8.916,1.501335987299549,143.77005358867711
8.918,1.4871178131165204,143.46659427796257
8.92,1.472899638933479,143.15826857378184
8.922,1.4586814647504376,142.8442219521847
8.924,1.4444632905674089,142.52531867566265
8.926,1.4302451163843675,142.2009063869162
8.928,1.416026942201326,141.86782164972874
8.93,1.4018087680182973,141.5255278896749
8.932,1.387590593835256,141.1802524028273
8.934,1.3798352260990563,140.84033966401412
8.936,1.3850054712565367,140.49177208863594
8.938,1.390175716414017,140.12987499044542
8.94,1.3953459615714925,139.75824188764318
8.942,1.400516206728973,139.38138754241285
8.944,1.4056864518864531,139.00167172990257
8.946,1.4108566970439287,138.6184282130591
8.948,1.4160269422014091,138.22977100892257
8.95,1.4211971873588847,137.83677875308024
8.952,1.4263674325163649,137.44642430906697
8.954,1.4315376776738453,137.06736224639545
8.956,1.4367079228313209,136.7064561050467
8.958,1.441878167988801,136.36777077825985
8.96,1.4470484131462815,136.05145345440766
8.962,1.452218658303757,135.7540781695952
8.964,1.4573889034612373,135.4729442819802
8.966,1.462559148618713,135.2091152634529
8.968,1.4746230539861396,134.96554944291265
8.97,1.4901337894585436,134.7454801470358
8.972,1.5056445249309338,134.55114253523058
8.974,1.521155260403338,134.38294029814034
8.976,1.536665995875742,134.2411315629677
8.978,1.5521767313481325,134.12793122479604
8.98,1.5676874668205365,134.04348241786076
8.982,1.5831982022929267,133.9785614682867
8.984,1.598708937765331,133.9128381698794
8.986,1.614219673237735,133.84649315787533
8.988,1.6297304087101254,133.7787983517308
8.99,1.6452411441825294,133.7065648565832
8.992,1.6607518796549334,133.628395349866
8.994,1.6762626151273239,133.59056451560292
8.996,1.6917733505997279,133.5262899568566
8.998,1.7072840860721183,133.4268860964924
9.0,1.7227948215445223,133.29472789281928
9.002,1.742183240885033,133.1351119310405
9.004,1.7615716602255265,132.94974132523663
9.006,1.780960079566037,132.7345092867915
9.008,1.8003484989065304,132.48856682999866
9.01,1.819736918247041,132.21637076892168
9.012,1.8391253375875518,131.9253577436719
9.014,1.8585137569280452,131.6201562963064
9.016,1.8779021762685557,131.3018448187556
9.018,1.8972905956090664,130.97498592151504
9.02,1.9166790149495598,130.64620195734548
9.022,1.9360674342900706,130.3202810752702
9.024,1.955455853630564,129.99906796615937
9.026,1.9748442729710745,129.68477478339648
9.028,1.9942326923115852,129.37977514272916
9.03,2.0136211116520784,129.08499308209642
9.032,2.0330095309925893,128.79865049551003
9.034,2.0523979503331025,128.51798372456346
9.036,2.071786369673603,128.24303548294543
9.038,2.091174789014121,127.97750109542508
9.04,2.1105632083546215,127.7258173640406
9.042,2.1299516276951396,127.48981111921977
9.044,2.1493400470356576,127.20010571975575
9.046,2.1687284663761583,126.89996079806212
9.048,2.1881168857166764,126.60017142822474
9.05,2.2075053050571944,126.30384792753624
9.052,2.226893724397695,126.00960360447584
9.054,2.246282143738213,125.717614830874
9.056,2.265670563078714,125.43477775786812
9.058,2.285058982419232,125.16803515237244
9.06,2.3044474017597496,124.921248367277
9.062,2.3238358211002508,124.69443036807836
9.064,2.3432242404407684,124.488897816316
9.066,2.3626126597812864,124.3106717387679
9.068,2.3673520511756267,124.16400998344648
9.07,2.364766928596894,124.0495103848153
9.072,2.3621818060181634,123.96673041727786
9.074,2.3595966834394306,123.91636614124832
9.076,2.357011560860698,123.89807608760373
9.078,2.3544264382819673,123.90930095101056
9.08,2.3518413157032345,123.94627721208946
9.082,2.3492561931245017,124.0058321739596
9.084,2.346671070545771,124.08567633085232
9.086,2.3440859479670384,124.18400401262886
9.088,2.3415008253883083,124.29911613979024
9.09,2.3389157028095755,124.4293319827546
9.092,2.3363305802308427,124.57259036872324
9.094,2.333745457652112,124.72645388501373
9.096,2.3311603350733794,124.88801593953971
9.098,2.3285752124946466,125.0540207047736
9.1,2.325990089915916,125.22115587086304
9.102,2.2962611802604593,125.3862322796418
9.104,2.2665322706050293,125.54667126650683
9.106,2.236803360949573,125.70182516096374
9.108,2.2070744512941163,125.8537309216219
9.11,2.177345541638686,126.00526254107102
9.112,2.1476166319832295,126.15833576829002
9.114,2.1178877223277732,126.3133923818059
9.116,2.088158812672343,126.4697090137454
9.118,2.0584299030168864,126.6254399212244
9.12,2.0287009933614564,126.77822465708638
9.122,1.9989720837059999,126.92690210298193
9.124,1.9692431740505434,127.07401420904093
9.126,1.9395142643951133,127.2228988616892
9.128,1.9097853547396566,127.37511930345434
9.13,1.8800564450842003,127.53408501233488
9.132,1.85032753542877,127.70524474853066
9.134,1.8296465547988963,127.88948640642272
9.136,1.8270614322201657,128.08794560915635
9.138,1.824476309641433,128.309982326677
9.14,1.8218911870627001,128.56013956314777
9.142,1.8193060644839696,128.8360184457229
9.144,1.8167209419052368,129.1335309131138
9.146,1.814135819326504,129.45128153521816
9.148,1.8115506967477737,129.78776780415097
9.15,1.808965574169041,130.13830386262302
9.152,1.8063804515903104,130.49717181871495
9.154,1.8037953290115776,130.86439805536548
9.156,1.8012102064328448,131.24354972640748
9.158,1.7986250838541145,131.63183173430858
9.16,1.7960399612753817,132.02299444908073
9.162,1.793454838696649,132.41515803412264
9.164,1.7908697161179183,132.80651579583642
9.166,1.7882845935391856,133.193329411758
9.168,1.7701887354880432,133.5784846970367
9.17,1.7443375097006821,133.97102320312746
9.172,1.7184862839133213,134.3777315657009
9.174,1.6926350581259832,134.80081348999312
9.176,1.6667838323386222,135.2403094309189
9.178,1.6409326065512613,135.69666867763837
9.18,1.615081380763923,136.16789391466403
9.182,1.5892301549765622,136.64945996812713
9.184,1.5633789291892242,137.14160835360278
9.186,1.537527703401863,137.6456074397135
9.188,1.5116764776145022,138.15225505829798
9.19,1.4858252518271642,138.6519720548971
9.192,1.459974026039803,139.1384703307819
9.194,1.4341228002524422,139.60357093430608
9.196,1.408271574465104,140.03914692561946
9.198,1.382420348677743,140.4471847247482
9.2,1.356569122890405,140.8524212666198
9.202,1.3669096132053509,141.29180668686232
9.204,1.3772501035202969,141.7930051634184
9.206,1.3875905938352335,142.37016328166862
9.208,1.3979310841501795,143.0248908228645
9.21,1.4082715744651253,143.7551410688134
9.212,1.418612064780062,144.55685599179492
9.214,1.428952555095008,145.42402761717483
9.216,1.4392930454099446,146.35170940046532
9.218,1.4496335357248904,147.32995144488788
9.22,1.4599740260398364,148.34146382335734
9.222,1.470314516354773,149.3670291096726
9.224,1.4806550066697188,150.3863298377092
9.226,1.4909954969846648,151.37788081024354
9.228,1.5013359872996015,152.3222193064873
9.23,1.5116764776145473,153.20454261806304
9.232,1.522016967929484,154.0119596165806
9.234,1.5207244066401127,154.73410714447266
9.236,1.4961657421421377,155.36879816692672
9.238,1.4716070776441847,155.9195585995522
9.24,1.4470484131462098,156.38221311922533
9.242,1.4224897486482349,156.77587953107363
9.244,1.3979310841502817,157.0539353977944
9.246,1.3733724196523067,157.22293526025945
9.248,1.3488137551543538,157.28584203981143
9.25,1.3242550906563788,157.25102977744243
9.252,1.2996964261584039,157.1190866780104
9.254,1.2751377616604507,156.885250917448
9.256,1.250579097162476,156.53260332976015
9.258,1.2260204326645228,156.06267272205835
9.26,1.2014617681665478,155.5383250922428
9.262,1.176903103668573,154.9397712351021
9.264,1.15234443917062,154.27308693274918
9.266,1.127785774672645,153.54434796729635
9.268,1.1230463832782858,152.75963012085612
9.27,1.128216628435743,151.92500917554082
9.272,1.1333868735932051,151.04656091346283
9.274,1.1385571187506622,150.13036111673458
9.276,1.1437273639081242,149.18248556746846
9.278,1.1488976090655862,148.2090100477769
9.28,1.1540678542230434,147.21601033977225
9.282,1.1592380993805054,146.2095622255669
9.284,1.1644083445379674,
9.286,1.1695785896954245,
9.288,1.1747488348528865,
9.29,1.1799190800103438,
9.292,1.1850893251678056,
9.294,1.1902595703252676,
9.296,1.195429815482725,
9.298,1.2006000606401868,
9.3,1.2057703057976488,
9.302,1.2031851832189109,
9.304,1.2006000606401708,
9.306,1.198014938061433,
9.308,1.195429815482693,
9.31,1.192844692903953,
9.312,1.190259570325215,
9.314,1.187674447746475,
9.316,1.1850893251677348,
9.318,1.182504202588997,
9.32,1.1799190800102568,
9.322,1.177333957431519,
9.324,1.1747488348527788,
9.326,1.1721637122740387,
9.328,1.169578589695301,
9.33,1.166993467116561,
9.332,1.1644083445378208,
9.334,1.166131759590304,
9.336,1.1764722499052498,
9.338,1.1868127402201865,
9.34,1.1971532305351322,
9.342,1.207493720850078,
9.344,1.2178342111650147,
9.346,1.2281747014799607,
9.348,1.2385151917949064,
9.35,1.248855682109843,
9.352,1.2591961724247889,
9.354,1.2695366627397255,
9.356,1.2798771530546713,
9.358,1.2902176433696173,
9.36,1.300558133684554,
9.362,1.3108986239994997,
9.364,1.3212391143144455,
9.366,1.3315796046293822,
9.368,1.3384732648393525,
9.37,1.3436435099968282,
9.372,1.3488137551543085,
9.374,1.353984000311789,
9.376,1.3591542454692644,
9.378,1.3643244906267449,
9.38,1.369494735784225,
9.382,1.3746649809417009,
9.384,1.379835226099181,
9.386,1.3850054712566569,
9.388,1.390175716414137,
9.39,1.3953459615716175,
9.392,1.400516206729093,
9.394,1.4056864518865735,
9.396,1.4108566970440537,
9.398,1.4160269422015295,
9.4,1.4211971873590097,
9.402,1.382420348678001,
9.404,1.3436435099969575,
9.406,1.3048666713159143,
9.408,1.2660898326349053,
9.41,1.227312993953862,
9.412,1.1885361552728186,
9.414,1.1497593165918099,
9.416,1.1109824779107664,
9.418,1.0722056392297576,
9.42,1.0334288005487142,
9.422,0.994651961867671,
9.424,0.9558751231866621,
9.426,0.9170982845056188,
9.428,0.8783214458245755,
9.43,0.8395446071435666,
9.432,0.8007677684625233,
9.434,0.7753473964382964,
9.436,0.7766399577276701,
9.438,0.777932519017044,
9.44,0.7792250803064165,
9.442,0.7805176415957903,
9.444,0.781810202885164,
9.446,0.7831027641745366,
9.448,0.7843953254639103,
9.45,0.7856878867532829,
9.452,0.7869804480426567,
9.454,0.7882730093320304,
9.456,0.789565570621403,
9.458,0.7908581319107767,
9.46,0.7921506932001505,
9.462,0.793443254489523,
9.464,0.7947358157788968,
9.466,0.7960283770682695,
9.468,0.7869804480427067,
9.47,0.7727622738596691,
9.472,0.758544099676644,
9.474,0.7443259254936063,
9.476,0.7301077513105686,
9.478,0.7158895771275435,
9.48,0.7016714029445059,
9.482,0.6874532287614807,
9.484,0.6732350545784431,
9.486,0.6590168803954054,
9.488,0.6447987062123803,
9.49,0.6305805320293426,
9.492,0.6163623578463049,
9.494,0.6021441836632799,
9.496,0.5879260094802422,
9.498,0.5737078352972171,
9.5,0.5594896611141794,
9.502,0.5607822224035458,
9.504,0.5620747836929111,
9.506,0.5633673449822775,
9.508,0.5646599062716426,
9.51,0.565952467561009,
9.512,0.5672450288503754,
9.514,0.5685375901397407,
9.516,0.5698301514291071,
9.518,0.5711227127184735,
9.52,0.5724152740078388,
9.522,0.5737078352972051,
9.524,0.5750003965865704,
9.526,0.5762929578759368,
9.528,0.5775855191653032,
9.53,0.5788780804546684,
9.532,0.5801706417440348,
9.534,0.5784472266915387,
9.536,0.5706918589553325,
9.538,0.5629364912191195,
9.54,0.5551811234829133,
9.542,0.5474257557467002,
9.544,0.5396703880104872,
9.546,0.531915020274281,
9.548,0.5241596525380678,
9.55,0.5164042848018549,
9.552,0.5086489170656486,
9.554,0.5008935493294355,
9.556,0.49313818159322936,
9.558,0.48538281385701626,
9.56,0.4776274461208032,
9.562,0.469872078384597,
9.564,0.46211671064838394,
9.566,0.4543613429121709,
9.568,0.44919109775471106,
9.57,0.4453134138866192,
9.572,0.4414357300185308,
9.574,0.437558046150439,
9.576,0.43368036228234713,
9.578,0.42980267841425873,
9.58,0.4259249945461669,
9.582,0.42204731067807505,
9.584,0.41816962680998665,
9.586,0.4142919429418948,
9.588,0.41041425907380646,
9.59,0.4065365752057146,
9.592,0.4026588913376228,
9.594,0.3987812074695344,
9.596,0.39490352360144254,
9.598,0.3910258397333507,
9.6,0.3871481558652623,
9.602,0.38844071715462136,
9.604,0.38973327844397926,
9.606,0.3910258397333383,
9.608,0.3923184010226973,
9.61,0.3936109623120552,
9.612,0.3949035236014143,
9.614,0.39619608489077335,
9.616,0.39748864618013124,
9.618,0.3987812074694903,
9.62,0.4000737687588482,
9.622,0.40136633004820726,
9.624,0.40265889133756627,
9.626,0.4039514526269242,
9.628,0.40524401391628323,
9.63,0.4065365752056423,
9.632,0.4078291364950002,
9.634,0.4138610891787142,
9.636,0.4293718246511119,
9.638,0.44488256012352334,
9.64,0.4603932955959348,
9.642,0.47590403106833246,
9.644,0.4914147665407439,
9.646,0.5069255020131553,
9.648,0.522436237485553,
9.65,0.5379469729579645,
9.652,0.5534577084303621,
9.654,0.5689684439027736,
9.656,0.584479179375185,
9.658,0.5999899148475827,
9.66,0.6155006503199941,
9.662,0.6310113857924056,
9.664,0.6465221212648032,
9.666,0.6620328567372147,
9.668,0.6723733470521442,
9.67,0.6801287147883499,
9.672,0.6878840825245557,
9.674,0.6956394502607545,
9.676,0.7033948179969602,
9.678,0.7111501857331659,
9.68,0.7189055534693647,
9.682,0.7266609212055705,
9.684,0.7344162889417692,
9.686,0.742171656677975,
9.688,0.7499270244141807,
9.69,0.7576823921503796,
9.692,0.7654377598865852,
9.694,0.773193127622791,
9.696,0.7809484953589898,
9.698,0.7887038630951956,
9.7,0.7964592308313944,
9.702,0.8042145985676001,
9.704,0.8119699663038058,
9.706,0.8197253340400047,
9.708,0.8274807017762104,
9.71,0.8352360695124161,
9.712,0.8429914372486149,
9.714,0.8507468049848207,
9.716,0.8585021727210195,
9.718,0.8662575404572253,
9.72,0.8740129081934309,
9.722,0.8817682759296298,
9.724,0.8895236436658355,
9.726,0.8972790114020412,
9.728,0.90503437913824,
9.73,0.9127897468744458,
9.732,0.9205451146106446,
9.734,0.9248536522418678,
9.736,0.9222685296631352,
9.738,0.9196834070844048,
9.74,0.9170982845056722,
9.742,0.9145131619269395,
9.744,0.9119280393482091,
9.746,0.9093429167694765,
9.748,0.9067577941907461,
9.75,0.9041726716120135,
9.752,0.9015875490332809,
9.754,0.8990024264545504,
9.756,0.8964173038758179,
9.758,0.8938321812970874,
9.76,0.8912470587183547,
9.762,0.8886619361396222,
9.764,0.8860768135608917,
9.766,0.8834916909821592,
9.768,0.8740129081934656,
9.77,0.8610872952997983,
9.772,0.8481616824061198,
9.774,0.8352360695124526,
9.776,0.8223104566187739,
9.778,0.8093848437250952,
9.78,0.7964592308314281,
9.782,0.7835336179377494,
9.784,0.7706080050440708,
9.786,0.7576823921504036,
9.788,0.7447567792567249,
9.79,0.7318311663630578,
9.792,0.7189055534693791,
9.794,0.7059799405757005,
9.796,0.6930543276820333,
9.798,0.6801287147883547,
9.8,0.667203101894676,
9.802,0.6529849277116436,
9.804,0.6387667535285986,
9.806,0.6245485793455662,
9.808,0.6103304051625211,
9.81,0.5961122309794761,
9.812,0.5818940567964436,
9.814,0.5676758826133985,
9.816,0.5534577084303535,
9.818,0.5392395342473211,
9.82,0.525021360064276,
9.822,0.5108031858812436,
9.824,0.4965850116981986,
9.826,0.4823668375151535,
9.828,0.46814866333212113,
9.83,0.4539304891490761,
9.832,0.439712314966031,
9.834,0.4229090182042691,
9.836,0.4009354762850221,
9.838,0.3789619343657945,
9.84,0.3569883924465474,
9.842,0.3350148505273003,
9.844,0.3130413086080727,
9.846,0.2910677666888256,
9.848,0.2690942247695785,
9.85,0.24712068285035094,
9.852,0.22514714093110386,
9.854,0.20317359901187626,
9.856,0.18120005709262918,
9.858,0.1592265151733821,
9.86,0.13725297325415448,
9.862,0.11527943133490742,
9.864,0.09330588941566031,
9.866,0.07133234749643275,
9.868,0.061422710944614704,
9.87,0.057545027076522634,
9.872,0.05366734320842713,
9.874,0.04978965934033162,
9.876,0.04591197547223955,
9.878,0.04203429160414404,
9.88,0.03815660773604852,
9.882,0.03427892386795646,
9.884,0.030401239999860948,
9.886,0.026523556131768884,
9.888,0.022645872263673372,
9.89,0.01876818839557786,
9.892,0.014890504527485797,
9.894,0.011012820659390285,
9.896,0.007135136791294773,
9.898,0.0032574529232027027,
9.9,-0.0006202309448928,
9.902,0.03040123999988784,
9.904,0.06142271094469603,
9.906,0.09244418188950422,
9.908,0.12346565283428486,
9.91,0.15448712377909304,
9.912,0.18550859472390124,
9.914,0.21653006566868188,
9.916,0.24755153661349005,
9.918,0.27857300755827075,
9.92,0.3095944785030789,
9.922,0.3406159494478871,
9.924,0.37163742039266773,
9.926,0.40265889133747595,
9.928,0.4336803622822841,
9.93,0.46470183322706476,
9.932,0.49572330417187294,
9.934,0.5220053837223222,
9.936,0.538808680484111,
9.938,0.5556119772458998,
9.94,0.5724152740076738,
9.942,0.5892185707694627,
9.944,0.6060218675312515,
9.946,0.6228251642930255,
9.948,0.6396284610548143,
9.95,0.6564317578165882,
9.952,0.6732350545783772,
9.954,0.690038351340166,
9.956,0.70684164810194,
9.958,0.7236449448637288,
9.96,0.7404482416255176,
9.962,0.7572515383872915,
9.964,0.7740548351490804,
9.966,0.7908581319108543,
9.968,0.7723314200966049,
9.97,0.7361397039943127,
9.972,0.6999479878920528,
9.974,0.6637562717897606,
9.976,0.6275645556874685,
9.978,0.5913728395852085,
9.98,0.5551811234829164,
9.982,0.5189894073806564,
9.984,0.4827976912783642,
9.986,0.44660597517607203,
9.988,0.410414259073812,
9.99,0.37422254297151986,
9.992,0.33803082686922775,
9.994,0.30183911076696773,
9.996,0.2656473946646756,
9.998,0.22945567856241555,
10.0,0.1932639624601235,
10.002,0.19067883988137968,
10.004,0.18809371730263816,
10.006,0.18550859472389436,
10.008,0.18292347214515284,
10.01,0.180338349566409,
10.012,0.17775322698766519,
10.014,0.17516810440892366,
10.016,0.17258298183017987,
10.018,0.16999785925143604,
10.02,0.16741273667269452,
10.022,0.1648276140939507,
10.024,0.1622424915152092,
10.026,0.15965736893646537,
10.028,0.15707224635772155,
10.03,0.15448712377898002,
10.032,0.15190200120023623,
10.034,0.1587956614102024,
10.036,0.18464688719754044,
10.038,0.21049811298490143,
10.04,0.23634933877223943,
10.042,0.2622005645596004,
10.044,0.2880517903469614,
10.046,0.3139030161342994,
10.048,0.33975424192166037,
10.05,0.36560546770902136,
10.052,0.39145669349635936,
10.054,0.4173079192837204,
10.056,0.4431591450710584,
10.058,0.4690103708584194,
10.06,0.4948615966457804,
10.062,0.5207128224331183,
10.064,0.5465640482204794,
10.066,0.5724152740078403,
10.068,0.5750003965865667,
10.07,0.5659524675609945,
10.072,0.5569045385354304,
10.074,0.5478566095098583,
10.076,0.5388086804842862,
10.078,0.5297607514587221,
10.08,0.52071282243315,
10.082,0.5116648934075778,
10.084,0.5026169643820138,
10.086,0.49356903535644164,
10.088,0.4845211063308776,
10.09,0.47547317730530547,
10.092,0.4664252482797333,
10.094,0.45737731925416925,
10.096,0.4483293902285971,
10.098,0.439281461203025,
10.1,0.4302335321774609,
10.102,0.4328186547561937,
10.104,0.4354037773349242,
10.106,0.43798889991365697,
10.108,0.4405740224923898,
10.11,0.44315914507112025,
10.112,0.4457442676498531,
10.114,0.44832939022858587,
10.116,0.45091451280731637,
10.118,0.45349963538604915,
10.12,0.45608475796477965,
10.122,0.45866988054351243,
10.124,0.4612550031222452,
10.126,0.4638401257009757,
10.128,0.46642524827970855,
10.13,0.46901037085844133,
10.132,0.47159549343717183,
10.134,0.4763348848315221,
10.136,0.48538281385709353,
10.138,0.49443074288267297,
10.14,0.5034786719082525,
10.142,0.5125266009338239,
10.144,0.5215745299594033,
10.146,0.5306224589849828,
10.148,0.5396703880105542,
10.15,0.5487183170361337,
10.152,0.5577662460617051,
10.154,0.5668141750872846,
10.156,0.5758621041128641,
10.158,0.5849100331384355,
10.16,0.593957962164015,
10.162,0.6030058911895945,
10.164,0.6120538202151659,
10.166,0.6211017492407453,
10.168,0.6120538202151634,
10.17,0.5939579621640009,
10.172,0.5758621041128382,
10.174,0.5577662460616917,
10.176,0.5396703880105291,
10.178,0.5215745299593665,
10.18,0.5034786719082199,
10.182,0.48538281385705734,
10.184,0.46728695580591084,
10.186,0.4491910977547482,
10.188,0.4310952397035856,
10.19,0.4129993816524391,
10.192,0.39490352360127645,
10.194,0.37680766555011386,
10.196,0.3587118074989673,
10.198,0.3406159494478047,
10.2,0.3225200913966582,
10.202,0.3367382655797106,
10.204,0.35095643976276303,
10.206,0.36517461394580275,
10.208,0.3793927881288552,
10.21,0.39361096231190756,
10.212,0.40782913649494734,
10.214,0.4220473106779997,
10.216,0.4362654848610395,
10.218,0.4504836590440919,
10.22,0.4647018332271443,
10.222,0.47892000741018403,
10.224,0.4931381815932364,
10.226,0.5073563557762888,
10.228,0.5215745299593286,
10.23,0.535792704142381,
10.232,0.5500108783254207,
10.234,0.5620747836928568,
10.236,0.5698301514290658,
10.238,0.5775855191652678,
