t,eyebrows_interp,pitch
5.108,1.1781956649578174,145.5584005282583
5.11,1.1497593165917352,146.24250443823797
5.112,1.121322968225666,146.8933401783886
5.114,1.0928866198595966,147.48142886223593
5.116,1.0644502714935273,147.98924320658807
5.118,1.0360139231274452,148.67515398483448
5.12,1.007577574761376,149.37352702361417
5.122,0.9791412263953065,150.10050243661124
5.124,0.9507048780292372,150.85495668637404
5.126,0.9222685296631552,151.62018868309514
5.128,0.8938321812970859,152.37779235480986
5.13,0.8653958329310165,153.11125221227587
5.132,0.8369594845649471,153.80740633608136
5.134,0.8119699663038417,154.45762700190616
5.136,0.7938741082527018,155.2045801135111
5.138,0.7757782502015619,155.91758710582732
5.14,0.757682392150422,156.57772067301022
5.142,0.7395865340992741,157.1732166984404
5.144,0.7214906760481342,157.74254435271214
5.146,0.7033948179969944,158.27077937923977
5.148,0.6852989599458545,158.75617853975524
5.15,0.6672031018947067,159.22275124780316
5.152,0.6491072438435668,159.64530405588704
5.154,0.6310113857924269,160.02540842232003
5.156,0.612915527741287,160.3856349358847
5.158,0.5948196696901391,160.7171864606988
5.16,0.5767238116389992,161.01335436103022
5.162,0.5586279535878593,161.28067310417265
5.164,0.5405320955367194,161.53040648500405
5.166,0.5224362374855716,161.76785316865332
5.168,0.4983084267507196,161.99552204271544
5.17,0.4711646396740117,162.21356471409672
5.172,0.44402085259730373,162.4205061377733
5.174,0.4168770655205837,162.61492737562372
5.176,0.38973327844387573,162.79656631040547
5.178,0.3625894913671677,162.96691034360015
5.18,0.3354457042904597,163.1275293820105
5.182,0.30830191721373973,163.27819335439358
5.184,0.2811581301370317,163.41650035058248
5.186,0.2540143430603238,163.5382873145805
5.188,0.22687055598361583,163.63950272426845
5.19,0.19972676890689578,163.7181765436372
5.192,0.17258298183018783,163.7747294323781
5.194,0.14543919475347983,163.81208947965212
5.196,0.11829540767677188,163.83520440406087
5.198,0.09115162060005189,163.84905820313435
5.2,0.0640078335233439,163.85696409862305
5.202,0.04978965934030884,163.86070848376397
5.204,0.035571485157273784,163.86111706843948
5.206,0.021353310974232417,163.8589385530048
5.208,0.007135136791197358,163.85636371730897
5.21,-0.0070830373918377015,163.85706740388187
5.212,-0.021301211574872747,163.86551967882104
5.214,-0.03551938575791412,163.88635110331973
5.216,-0.04973755994094918,163.92316014964786
5.218,-0.06395573412398424,163.977648773186
5.22,-0.0781739083070193,164.04979670250518
5.222,-0.09239208249006066,164.13785674116227
5.224,-0.10661025667309572,164.23861895324157
5.226,-0.12082843085613078,164.3478653114342
5.228,-0.13504660503916582,164.46052718320237
5.23,-0.1492647792222072,164.5711399550327
5.232,-0.16348295340524227,164.6747157790945
5.234,-0.17339258995705423,164.76703255494283
5.236,-0.17468515124642006,164.84513056103634
5.238,-0.17597771253578645,164.90775631760255
5.24,-0.17727027382515226,164.9549579158147
5.242,-0.1785628351145181,164.98726427597606
5.244,-0.1798553964038839,165.00539937994373
5.246,-0.18114795769325032,165.00991028314732
5.248,-0.18244051898261612,165.0007819319072
5.25,-0.18373308027198193,164.9782664244062
5.252,-0.18502564156134776,164.94351473450425
5.254,-0.1863182028507136,164.89852103913688
5.256,-0.18761076414008,164.8465884037994
5.258,-0.1889033254294458,164.79160686868113
5.26,-0.19019588671881163,164.73661564357252
5.262,-0.19148844800817744,164.6833876522355
5.264,-0.19278100929754383,164.63175150304474
5.266,-0.19407357058690966,164.57920863183023
5.268,-0.17468515124640518,164.52179648319168
5.27,-0.1449562415909656,164.45504725600756
5.272,-0.11522733193551278,164.3749938522118
5.274,-0.08549842228007318,164.279546966059
5.276,-0.05576951262463356,164.16879121797345
5.278,-0.02604060296919397,164.04478645067712
5.28,0.0036883066862588576,163.9111383318951
5.282,0.03341721634169845,163.77203171513287
5.284,0.06314612599713806,163.63156485306013
5.286,0.09287503565257768,163.49347704607692
5.288,0.12260394530803045,163.36073812411118
5.29,0.15233285496347007,163.23519812779912
5.292,0.1820617646189097,163.11743525967174
5.294,0.2117906742743493,163.0066819476552
5.296,0.24151958392980208,162.90096099788235
5.298,0.2712484935852417,162.79817106088132
5.3,0.3009774032406813,162.69651024031265
5.302,0.3255360677386503,162.59523367018488
5.304,0.3500947322366301,162.49522477348623
5.306,0.37465339673459913,162.3985986220723
5.308,0.39921206123256814,162.3077089424827
5.31,0.4237707257305371,162.2241206611834
5.312,0.448329390228517,162.14755940823858
5.314,0.472888054726486,162.07617131454225
5.316,0.49744671922445494,162.0073261390163
5.318,0.5220053837224239,161.93885252626728
5.32,0.5465640482204038,161.87050841652132
5.322,0.5711227127183728,161.80409846011406
5.324,0.5956813772163417,161.74281933445155
5.326,0.6202400417143108,161.6909272335993
5.328,0.6447987062122906,161.6531794445923
5.33,0.6693573707102596,161.63409176322418
5.332,0.6939160352082285,161.6373510847715
5.334,0.7180438459430768,161.6645817945985
5.336,0.741309949151694,161.71476249941682
5.338,0.7645760523603008,161.78419573607164
5.34,0.7878421555689077,161.86663013178494
5.342,0.8111082587775145,161.95452699975954
5.344,0.8343743619861317,162.04072682691077
5.346,0.8576404651947385,162.11997890412204
5.348,0.8809065684033452,162.1892892163827
5.35,0.9041726716119521,162.2480193561106
5.352,0.9274387748205692,162.29683415539068
5.354,0.9507048780291761,162.33678982227914
5.356,0.973970981237783,162.36818612197317
5.358,0.9972370844463898,162.38989794204107
5.36,1.0205031876550068,162.39976266894186
5.362,1.0437692908636138,162.39508449499573
5.364,1.0670353940722206,162.37310511092545
5.366,1.0903014972808274,162.3319577135719
5.368,1.0997802800695236,162.2717514150336
5.37,1.1023654026482623,162.19398059381416
5.372,1.1049505252270013,162.1015969600411
5.374,1.1075356478057403,161.9988209202042
5.376,1.1101207703844802,161.89036264637144
5.378,1.1127058929632192,161.78032234534936
5.38,1.1152910155419582,161.6714257105495
5.382,1.117876138120697,161.5642924138503
5.384,1.120461260699437,161.45812371525608
5.386,1.123046383278176,161.35189024987176
5.388,1.125631505856915,161.24512952840695
5.39,1.1282166284356538,161.13877611802485
5.392,1.130801751014394,161.03567407536815
5.394,1.133386873593133,160.9399029917954
5.396,1.1359719961718717,160.8553731305406
5.398,1.1385571187506107,160.78544712212437
5.4,1.1411422413293508,160.73227371225096
5.402,1.1359719961718913,160.69666842581404
5.404,1.1308017510144317,160.6781029521813
5.406,1.125631505856972,160.6752165958825
5.408,1.1204612606995101,160.68634212189744
5.41,1.1152910155420506,160.71001808976794
5.412,1.1101207703845908,160.74561066842372
5.414,1.1049505252271312,160.79322420728806
5.416,1.0997802800696694,160.85286552821773
5.418,1.0946100349122097,160.9236640120914
5.42,1.08943978975475,161.003426955115
5.422,1.0842695445972905,161.08844038093503
5.424,1.0790992994398285,161.17448825245842
5.426,1.073929054282369,161.25776409917702
5.428,1.0687588091249094,161.3358549768767
5.43,1.0635885639674498,161.40831431128592
5.432,1.0584183188099878,161.47649541541168
5.434,1.0541097811787672,161.54265724549057
5.436,1.0515246586000246,161.60955656799615
5.438,1.0489395360212819,161.679307756002
5.44,1.0463544134425382,161.7524415377845
5.442,1.0437692908637954,161.8281548288962
5.444,1.041184168285053,161.9036769194925
5.446,1.0385990457063101,161.97502332814202
5.448,1.0360139231275662,162.03775995208548
5.45,1.0334288005488237,162.08736256201283
5.452,1.0308436779700811,162.11982898529698
5.454,1.0282585553913384,162.1329157604717
5.456,1.0256734328125945,162.125695780019
5.458,1.023088310233852,162.09822117818754
5.46,1.0205031876551092,162.05131383262156
5.462,1.0179180650763666,161.9856454052366
5.464,1.0153329424976227,161.9008223499244
5.466,1.0127478199188802,161.7968926795981
5.468,1.0153329424976105,161.6743293006149
5.47,1.0205031876550774,161.53439837095152
5.472,1.0256734328125467,161.38003998690556
5.474,1.0308436779700136,161.21550416131316
5.476,1.0360139231274808,161.04496472593277
5.478,1.0411841682849476,160.87191126614064
5.48,1.046354413442417,160.69881374909838
5.482,1.0515246585998839,160.52633531071052
5.484,1.0566949037573508,160.35385133362902
5.486,1.0618651489148176,160.1802583907365
5.488,1.067035394072287,160.00411808977944
5.49,1.0722056392297539,159.8244294366723
5.492,1.077375884387221,159.6406402604772
5.494,1.0825461295446879,159.45278675559038
5.496,1.087716374702157,159.2609373125125
5.498,1.092886619859624,159.06540146608071
5.5,1.098056865017091,158.86688354625028
5.502,1.0644502714935502,158.66598657969357
5.504,1.0308436779700094,158.46316009760162
5.506,0.9972370844464539,158.25864598399312
5.508,0.9636304909229131,158.0523197544464
5.51,0.9300238973993723,157.84352664570196
5.512,0.8964173038758316,157.63202855694777
5.514,0.862810710352276,157.41807962468224
5.516,0.8292041168287352,157.20171084837077
5.518,0.7955975233051944,156.9831344409043
5.52,0.7619909297816536,156.76273078433172
5.522,0.728384336258098,156.5404757007144
5.524,0.6947777427345573,156.31580930843174
5.526,0.6611711492110165,156.0880986785141
5.528,0.6275645556874758,155.85648383340487
5.53,0.59395796216392,155.6197036103379
5.532,0.5603513686403794,155.3768707428995
5.534,0.5357927041424079,155.12813339530905
5.536,0.5293298976955751,154.87371741834545
5.538,0.5228670912487394,154.6142990234998
5.54,0.5164042848019067,154.3512195603801
5.542,0.5099414783550739,154.0854633563974
5.544,0.5034786719082411,153.8175166033858
5.546,0.49701586546140547,153.54799198845984
5.548,0.4905530590145727,153.27724880586658
5.55,0.48409025256773985,153.00446300979368
5.552,0.4776274461209071,152.7278936190741
5.554,0.4711646396740714,152.44477431623162
5.556,0.4647018332272387,152.15119560458504
5.558,0.45823902678040584,151.84277795565225
5.56,0.45177622033357306,151.51645450472904
5.562,0.4453134138867374,151.17063119930918
5.564,0.4388506074399046,150.80585436882174
5.566,0.43238780099307184,150.42517644265118
5.568,0.4405740224923973,150.03369947566495
5.57,0.45608475796480874,149.63775315588668
5.572,0.4715954934372133,149.2438211137068
5.574,0.48710622890961786,148.85698488626593
5.576,0.5026169643820224,148.47999086926905
5.578,0.5181276998544339,148.11418270249663
5.58,0.5336384353268384,147.75910432214752
5.582,0.549149170799243,147.4123820048211
5.584,0.5646599062716475,147.0718586527145
5.586,0.580170641744059,146.7357386993778
5.588,0.5956813772164635,146.40356277301643
5.59,0.6111921126888681,146.07807574558515
5.592,0.6267028481612726,145.7669077306837
5.594,0.6422135836336841,145.478090730263
5.596,0.6577243191060886,145.21380359367765
5.598,0.6732350545784932,144.97386381215648
5.6,0.6887457900508978,144.7589467980071
5.602,0.6822829836040513,144.57322336056114
5.604,0.6758201771572077,144.42221074311718
5.606,0.6693573707103639,144.31139877040707
5.608,0.6628945642635203,144.24567246568154
5.61,0.6564317578166738,144.22739530161536
5.612,0.6499689513698302,144.25836399198155
5.614,0.6435061449229866,144.33682157253173
5.616,0.6370433384761429,144.453668677482
5.618,0.6305805320292964,144.58486738217388
5.62,0.6241177255824528,144.7231472140083
5.622,0.6176549191356092,144.86123770038571
5.624,0.6111921126887656,144.99186836870663
5.626,0.6047293062419191,145.10776874637153
5.628,0.5982664997950755,145.20166836078093
5.63,0.5918036933482318,145.26629673933527
5.632,0.5853408869013882,145.29438340943508
5.634,0.5793089342176673,145.27865789848084
5.636,0.5741386890602003,145.21184973387304
5.638,0.5689684439027333,145.08668844301215
5.64,0.5637981987452664,
5.642,0.5586279535877972,
5.644,0.5534577084303302,
5.646,0.5482874632728632,
5.648,0.5431172181153963,
5.65,0.5379469729579269,
5.652,0.53277672780046,
5.654,0.527606482642993,
5.656,0.522436237485526,
5.658,0.5172659923280568,
5.66,0.5120957471705898,
5.662,0.5069255020131229,
5.664,0.5017552568556559,
5.666,0.4965850116981867,
5.668,0.49399988911945625,
5.67,0.4927073278300941,
5.672,0.49141476654073196,
5.674,0.49012220525136924,
5.676,0.48882964396200707,
5.678,0.48753708267264495,
5.68,0.4862445213832828,
5.682,0.48495196009392005,
5.684,0.4836593988045579,
5.686,0.48236683751519577,
5.688,0.4810742762258336,
5.69,0.47978171493647087,
5.692,0.47848915364710876,
5.694,0.4771965923577466,
5.696,0.4759040310683844,
5.698,0.47461146977902174,
5.7,0.4733189084896596,
5.702,0.48753708267269463,
5.704,0.5017552568557297,
5.706,0.515973431038771,
5.708,0.5301916052218061,
5.71,0.5444097794048413,
5.712,0.5586279535878762,
5.714,0.5728461277709176,
5.716,0.5870643019539526,
5.718,0.6012824761369877,
5.72,0.6155006503200229,
5.722,0.6297188245030642,
5.724,0.6439369986860992,
5.726,0.6581551728691343,
5.728,0.6723733470521693,
5.73,0.6865915212352107,
5.732,0.7008096954182458,
5.734,0.7051182330494664,
5.736,0.6896074975770582,
5.738,0.6740967621046431,
5.74,0.6585860266322349,
5.742,0.6430752911598266,
5.744,0.6275645556874184,
5.746,0.6120538202150033,
5.748,0.5965430847425951,
5.75,0.5810323492701868,
5.752,0.5655216137977785,
5.754,0.5500108783253703,
5.756,0.5345001428529552,
5.758,0.518989407380547,
5.76,0.5034786719081388,
5.762,0.48796793643573055,
5.764,0.47245720096331545,
5.766,0.4569464654909072,
5.768,0.4560847579646645,
5.77,0.4625475644115047,
5.772,0.4690103708583477,
5.774,0.4754731773051878,
5.776,0.48193598375202795,
5.778,0.48839879019886806,
5.78,0.49486159664571105,
5.782,0.5013244030925512,
5.784,0.5077872095393914,
5.786,0.5142500159862314,
5.788,0.5207128224330745,
5.79,0.5271756288799146,
5.792,0.5336384353267547,
5.794,0.5401012417735949,
5.796,0.5465640482204379,
5.798,0.553026854667278,
5.8,0.5594896611141181,
5.802,0.555611977246017,
5.804,0.5517342933779141,
5.806,0.547856609509813,
5.808,0.5439789256417118,
5.81,0.5401012417736107,
5.812,0.5362235579055078,
5.814,0.5323458740374067,
5.816,0.5284681901693056,
5.818,0.5245905063012044,
5.82,0.5207128224331016,
5.822,0.5168351385650004,
5.824,0.5129574546968992,
5.826,0.5090797708287982,
5.828,0.5052020869606952,
5.83,0.5013244030925942,
5.832,0.497446719224493,
5.834,0.4905530590145334,
5.836,0.47762744612085106,
5.838,0.46470183322717445,
5.84,0.45177622033349785,
5.842,0.4388506074398213,
5.844,0.42592499454613897,
5.846,0.41299938165246236,
5.848,0.40007376875878575,
5.85,0.3871481558651092,
5.852,0.3742225429714269,
5.854,0.3612969300777503,
5.856,0.34837131718407366,
5.858,0.3354457042903971,
5.86,0.3225200913967148,
5.862,0.30959447850303823,
5.864,0.2966688656093616,
5.866,0.283743252715685,
5.868,0.2828815451894397,
5.87,0.28805179034690653,
5.872,0.2932220355043733,
5.874,0.29839228066184015,
5.876,0.3035625258193093,
5.878,0.3087327709767761,
5.88,0.31390301613424293,
5.882,0.31907326129170976,
5.884,0.3242435064491789,
5.886,0.3294137516066457,
5.888,0.33458399676411255,
5.89,0.3397542419215794,
5.892,0.3449244870790485,
5.894,0.3500947322365153,
5.896,0.35526497739398216,
5.898,0.360435222551449,
5.9,0.3656054677089181,
5.902,0.3500947322365209,
5.904,0.3345839967641237,
5.906,0.3190732612917265,
5.908,0.30356252581932236,
5.91,0.2880517903469252,
5.912,0.27254105487452795,
5.914,0.2570303194021307,
5.916,0.24151958392972667,
5.918,0.22600884845732944,
5.92,0.21049811298493223,
5.922,0.19498737751253503,
5.924,0.17947664204013092,
5.926,0.16396590656773372,
5.928,0.14845517109533649,
5.93,0.13294443562293928,
5.932,0.1174337001505352,
5.934,0.10493894101999156,
5.936,0.09847613457315511,
5.938,0.09201332812631867,
5.94,0.08555052167947935,
5.942,0.07908771523264291,
5.944,0.07262490878580646,
5.946,0.06616210233897002,
5.948,0.059699295892130695,
5.95,0.05323648944529425,
5.952,0.0467736829984578,
5.954,0.040310876551621355,
5.956,0.03384807010478204,
5.958,0.027385263657945594,
5.96,0.02092245721110915,
5.962,0.014459650764272705,
5.964,0.007996844317433388,
5.966,0.0015340378705969437,
5.968,-0.0040670610499931766,
5.97,-0.009237306207460143,
5.972,-0.014407551364929404,
5.974,-0.01957779652239637,
5.976,-0.024748041679863334,
5.978,-0.029918286837330298,
5.98,-0.035088531994799554,
5.982,-0.04025877715226652,
5.984,-0.04542902230973349,
5.986,-0.050599267467200455,
5.988,-0.05576951262466971,
5.99,-0.06093975778213668,
5.992,-0.06611000293960365,
5.994,-0.07128024809707062,
5.996,-0.07645049325453988,
5.998,-0.08162073841200684,
6.0,-0.0867909835694738,
6.002,-0.09066866743757127,
6.004,-0.09454635130566874,
6.006,-0.09842403517376792,
6.008,-0.10230171904186539,
6.01,-0.10617940290996286,
6.012,-0.11005708677806032,
6.014,-0.1139347706461595,
6.016,-0.11781245451425698,
6.018,-0.12169013838235444,
6.02,-0.1255678222504519,
6.022,-0.1294455061185511,
6.024,-0.13332318998664855,
6.026,-0.13720087385474602,
6.028,-0.1410785577228435,
6.03,-0.14495624159094267,
6.032,-0.14883392545904015,
6.034,-0.15745100072148385,
6.036,-0.17554685877262005,
6.038,-0.19364271682376427,
6.04,-0.21173857487490047,
6.042,-0.22983443292603667,
6.044,-0.24793029097717284,
6.046,-0.2660261490283171,
6.048,-0.2841220070794533,
6.05,-0.30221786513058946,
6.052,-0.3203137231817257,
6.054,-0.3384095812328699,
6.056,-0.35650543928400613,
6.058,-0.37460129733514225,
6.06,-0.3926971553862785,
6.062,-0.4107930134374227,
6.064,-0.4288888714885589,
6.066,-0.4469847295396951,
6.068,-0.4469847295396976,
6.07,-0.43793680051412914,
6.072,-0.4288888714885647,
6.074,-0.4198409424630003,
6.076,-0.41079301343743585,
6.078,-0.4017450844118674,
6.08,-0.392697155386303,
6.082,-0.38364922636073856,
6.084,-0.3746012973351741,
6.086,-0.3655533683096057,
6.088,-0.35650543928404127,
6.09,-0.3474575102584768,
6.092,-0.3384095812329124,
6.094,-0.329361652207344,
6.096,-0.32031372318177953,
6.098,-0.31126579415621514,
6.1,-0.3022178651306507,
6.102,-0.287999690947606,
6.104,-0.2737815167645677,
6.106,-0.2595633425815293,
6.108,-0.24534516839849096,
6.11,-0.2311269942154463,
6.112,-0.2169088200324079,
6.114,-0.20269064584936958,
6.116,-0.18847247166633124,
6.118,-0.17425429748328655,
6.12,-0.1600361233002482,
6.122,-0.14581794911720986,
6.124,-0.1315997749341715,
6.126,-0.11738160075112683,
6.128,-0.10316342656808847,
6.13,-0.0889452523850501,
6.132,-0.07472707820201177,
6.134,-0.05706207391398899,
6.136,-0.03250340941601634,
6.138,-0.007944744918043693,
6.14,0.016613919579928957,
6.142,0.04117258407791251,
6.144,0.06573124857588514,
6.146,0.09028991307385778,
6.148,0.11484857757183045,
6.15,0.139407242069814,
6.152,0.16396590656778665,
6.154,0.1885245710657593,
6.156,0.2130832355637319,
6.158,0.23764190006171546,
6.16,0.2622005645596881,
6.162,0.2867592290576607,
6.164,0.31131789355563344,
6.166,0.33587655805361694,
6.168,0.3406159494479583,
6.17,0.335445704290484,
6.172,0.3302754591330097,
6.174,0.3251052139755331,
6.176,0.31993496881805883,
6.178,0.3147647236605845,
6.18,0.30959447850311017,
6.182,0.3044242333456336,
6.184,0.2992539881881593,
6.186,0.29408374303068496,
6.188,0.2889134978732107,
6.19,0.2837432527157341,
6.192,0.27857300755825976,
6.194,0.2734027624007855,
6.196,0.2682325172433112,
6.198,0.26306227208583455,
6.2,0.2578920269283603,
6.202,0.26564739466456255,
6.204,0.27340276240076483,
6.206,0.28115813013697055,
6.208,0.28891349787317283,
6.21,0.2966688656093751,
6.212,0.30442423334557733,
6.214,0.3121796010817831,
6.216,0.31993496881798533,
6.218,0.3276903365541876,
6.22,0.3354457042903899,
6.222,0.3432010720265956,
6.224,0.3509564397627979,
6.226,0.35871180749900017,
6.228,0.36646717523520245,
6.23,0.37422254297140817,
6.232,0.38197791070761045,
6.234,0.38068534941824583,
6.236,0.3612969300777475,
6.238,0.34190851073724055,
6.24,0.3225200913967422,
6.242,0.30313167205624386,
6.244,0.2837432527157455,
6.246,0.2643548333752386,
6.248,0.2449664140347402,
6.25,0.22557799469424186,
6.252,0.20618957535374352,
6.254,0.18680115601324515,
6.256,0.1674127366727382,
6.258,0.14802431733223986,
6.26,0.12863589799174152,
6.262,0.10924747865124318,
6.264,0.08985905931073623,
6.266,0.07047063997023789,
6.268,0.09158247436322889,
6.27,0.13294443562296454,
6.272,0.1743063968827186,
6.274,0.21566835814245428,
6.276,0.25703031940218996,
6.278,0.29839228066192564,
6.28,0.3397542419216797,
6.282,0.38111620318141537,
6.284,0.42247816444115105,
6.286,0.46384012570088673,
6.288,0.5052020869606407,
6.29,0.5465640482203764,
6.292,0.5879260094801121,
6.294,0.6292879707398478,
6.296,0.6706499319996019,
6.298,0.7120118932593376,
6.3,0.7533738545190732,
6.302,0.7430333642041393,
6.304,0.7326928738892008,
6.306,0.7223523835742669,
6.308,0.712011893259333,
6.31,0.7016714029443991,
6.312,0.6913309126294606,
6.314,0.6809904223145267,
6.316,0.6706499319995927,
6.318,0.6603094416846588,
6.32,0.6499689513697203,
6.322,0.6396284610547863,
6.324,0.6292879707398524,
6.326,0.6189474804249185,
6.328,0.60860699010998,
6.33,0.5982664997950461,
6.332,0.5879260094801122,
6.334,0.5844791793751366,
6.336,0.5948196696900825,
6.338,0.6051601600050238,
6.34,0.615500650319965,
6.342,0.6258411406349063,
6.344,0.6361816309498521,
6.346,0.6465221212647935,
6.348,0.6568626115797347,
6.35,0.667203101894676,
6.352,0.6775435922096218,
6.354,0.6878840825245631,
6.356,0.6982245728395043,
6.358,0.7085650631544456,
6.36,0.7189055534693914,
6.362,0.7292460437843327,
6.364,0.739586534099274,
6.366,0.7499270244142153,
6.368,0.7671611749391188,
6.37,0.7878421555689898,
6.372,0.8085231361988607,
6.374,0.8292041168287317,
6.376,0.8498850974586118,
6.378,0.8705660780884829,
6.38,0.8912470587183539,
6.382,0.9119280393482248,
6.384,0.932609019978105,
6.386,0.9532900006079759,
6.388,0.9739709812378469,
6.39,0.9946519618677179,
6.392,1.015332942497598,201.09323380514985
6.394,1.036013923127469,198.5816184566272
6.396,1.0566949037573399,196.3467277983859
6.398,1.0773758843872108,194.36944398589412
6.4,1.098056865017091,192.6306491746202
6.402,1.1045196714639312,191.1112255200322
6.404,1.1109824779107713,189.79205517759843
6.406,1.1174452843576113,188.65402030278707
6.408,1.1239080908044543,187.6780030510664
6.41,1.1303708972512945,186.84488557790448
6.412,1.1368337036981346,186.13555003876968
6.414,1.1432965101449746,185.53087858913017
6.416,1.1497593165918176,185.01175338445364
6.418,1.1562221230386578,184.6288446254333
6.42,1.162684929485498,184.15362714741389
6.422,1.1691477359323381,183.68143297083907
6.424,1.175610542379181,183.1697891113455
6.426,1.182073348826021,182.6445987354893
6.428,1.1885361552728613,182.12328938917017
6.43,1.1949989617197014,181.6120130210116
6.432,1.2014617681665443,181.11400164001856
6.434,1.206201159560893,180.62754055981964
6.436,1.207493720850259,180.1507963352024
6.438,1.2087862821396247,179.6828105284373
6.44,1.210078843428991,179.22420933813194
6.442,1.211371404718357,178.779284103919
6.444,1.2126639660077227,178.352879891551
6.446,1.2139565272970887,177.94824559973364
6.448,1.215249088586455,177.56841662973608
6.45,1.216541649875821,177.2145800253735
6.452,1.2178342111651868,176.88502094492145
6.454,1.2191267724545527,176.57529814428352
6.456,1.220419333743919,176.27885878061818
6.458,1.2217118950332848,175.9894237440121
6.46,1.2230044563226508,175.70067622019388
6.462,1.2242970176120165,175.40088922292622
6.464,1.2255895789013829,175.07354973450168
6.466,1.2268821401907488,174.70283244386172
6.468,1.2100788434289735,174.26865144138307
6.47,1.1842276176416278,173.75570358012527
6.472,1.1583763918542704,173.16147485693793
6.474,1.1325251660669244,172.48036070392612
6.476,1.1066739402795787,171.7167884461959
6.478,1.0808227144922329,170.89816011309486
6.48,1.0549714887048756,170.0740432097329
6.482,1.0291202629175298,169.2706787259079
6.484,1.003269037130184,168.495407052912
6.486,0.9774178113428381,167.81063984455747
6.488,0.9515665855554808,167.0847257361821
6.49,0.9257153597681349,166.45801094381878
6.492,0.8998641339807891,165.9555708479266
6.494,0.8740129081934433,165.60248082896425
6.496,0.848161682406086,165.42381626739038
6.498,0.8223104566187402,165.44465254366364
6.5,0.7964592308313944,165.6900650382427
6.502,0.8003369146994992,166.1851291315862
6.504,0.804214598567604,166.9549202041528
6.506,0.8080922824357105,168.02451363640117
6.508,0.8119699663038153,169.41898480878996
6.51,0.8158476501719202,171.1634091017778
6.512,0.8197253340400249,
6.514,0.8236030179081315,
6.516,0.8274807017762363,
6.518,0.8313583856443411,
6.52,0.8352360695124459,
6.522,0.8391137533805524,
6.524,0.8429914372486572,
6.526,0.846869121116762,
6.528,0.8507468049848669,
6.53,0.8546244888529734,
6.532,0.8585021727210782,
6.534,0.868842663036017,
6.536,0.8921087662446239,
6.538,0.915374869453241,
6.54,0.9386409726618479,
6.542,0.9619070758704547,
6.544,0.9851731790790615,
6.546,1.0084392822876787,
6.548,1.0317053854962854,
6.55,1.0549714887048922,
6.552,1.0782375919134992,
6.554,1.1015036951221164,
6.556,1.1247697983307232,
6.558,1.14803590153933,
6.56,1.1713020047479368,
6.562,1.194568107956554,
6.564,1.2178342111651608,
6.566,1.2411003143737676,
6.568,1.246270559531231,168.8923531393379
6.57,1.2423928756631206,165.42844035562368
6.572,1.2385151917950121,162.44043868177323
6.574,1.2346375079269036,159.89277211258928
6.576,1.2307598240587954,157.74986464287466
6.578,1.226882140190685,155.97614026743213
6.58,1.2230044563225766,154.53602298106443
6.582,1.219126772454468,153.3939367785744
6.584,1.2152490885863596,152.51430565476477
6.586,1.2113714047182493,151.8615536044383
6.588,1.2074937208501408,151.40010462239783
6.59,1.2036160369820323,151.0943827034461
6.592,1.1997383531139238,150.90881184238538
6.594,1.1958606692458138,150.78238082502511
6.596,1.1919829853777053,150.72271793718062
6.598,1.1881053015095968,150.56381128976562
6.6,1.1842276176414883,150.22009487099476
6.602,1.2049085982713685,149.79827361388368
6.604,1.2255895789012394,149.3494305916787
6.606,1.2462705595311103,148.89180726945193
6.608,1.2669515401609814,148.439289692325
6.61,1.2876325207908614,148.00648354989607
6.612,1.3083135014207325,147.60738164584035
6.614,1.3289944820506034,147.25169092071135
6.616,1.3496754626804743,146.94403161756458
6.618,1.3703564433103546,146.68593367075096
6.62,1.3910374239402254,146.47721801161902
6.622,1.4117184045700966,146.31548480778002
6.624,1.4323993851999675,146.19622400271078
6.626,1.4530803658298477,146.11566283395555
6.628,1.4737613464597186,146.07176351624784
6.63,1.4944423270895895,146.06189669135267
6.632,1.5151233077194606,146.08236342800606
6.634,1.5401128259805663,146.12815484324295
6.636,1.5737194195041144,146.1928911751491
6.638,1.6073260130276625,146.2704691273115
6.64,1.6409326065512106,146.3565504365483
6.642,1.6745392000747736,146.44796499262057
6.644,1.7081457935983217,146.54193438023762
6.646,1.7417523871218696,146.63551555071203
6.648,1.7753589806454178,146.72532845428358
6.65,1.808965574168981,146.8079447773268
6.652,1.8425721676925289,146.8818764929765
6.654,1.876178761216077,146.94835009689763
6.656,1.909785354739625,147.00964800968498
6.658,1.943391948263188,147.07242420196818
6.66,1.9769985417867362,147.1480360914058
6.662,2.0106051353102843,147.2462970936782
6.664,2.044211728833832,147.3768761147063
6.666,2.0778183223573956,147.548926285444
6.668,2.0941907653560485,147.76842455058323
6.67,2.101946133092255,148.04051618972198
6.672,2.1097015008284608,148.37429615268263
6.674,2.11745686856467,148.77670450397093
6.676,2.125212236300876,149.24850275690727
6.678,2.132967604037082,149.786585774117
6.68,2.140722971773288,150.38462447976127
6.682,2.1484783395094973,151.03309981755015
6.684,2.156233707245703,151.71995279153808
6.686,2.163989074981909,152.43060702123051
6.688,2.1717444427181154,153.14672024279656
6.69,2.1794998104543244,153.84658952643994
6.692,2.1872551781905307,154.50692476940858
6.694,2.1950105459267366,155.10524945053976
6.696,2.2027659136629425,155.62226996161564
6.698,2.210521281399152,152.27695448110387
6.7,2.218276649135358,150.5369173679781
6.702,2.200180791084218,150.23927833734834
6.704,2.182084933033078,151.2336726750139
