eyebrow,pitch
-1.4466082730300338,-0.37787675612328286
-1.445315696762242,-0.38271572408786053
-1.4440231204944505,-0.387345379371966
-1.4427305442266585,-0.39155628640436635
-1.4414379679588667,-0.3951713928718091
-1.4401453916910751,-0.3981081107210167
-1.4388528154232834,-0.400387628196624
-1.4375602391554916,-0.40211988047873737
-1.4362676628876998,-0.40346724757369185
-1.4349750866199082,-0.4046161540625949
-1.4336825103521165,-0.4057405600405836
-1.4323899340843247,-0.407000378970088
-1.431097357816533,-0.40852141569083467
-1.4298047815487414,-0.41039097465018165
-1.4285122052809496,-0.41263750736974875
-1.4272196290131578,-0.41525038914076917
-1.4278659171470556,-0.41818034722606234
-1.4285122052809531,-0.4213680875455545
-1.429158493414851,-0.4247669413266502
-1.429804781548749,-0.42835646231252905
-1.4304510696826465,-0.4321036309181331
-1.431097357816544,-0.4359240000005738
-1.4317436459504418,-0.4396524836895237
-1.4323899340843396,-0.44305352433560263
-1.4330362222182371,-0.44585910953930696
-1.433682510352135,-0.447840897482349
-1.434328798486033,-0.4488787179614236
-1.4349750866199305,-0.44898754414122827
-1.435621374753828,-0.448306025767492
-1.4362676628877258,-0.44704907564865914
-1.4369139510216236,-0.44545731963914775
-1.4375602391555211,-0.4437454654468771
-1.4394991035572018,-0.4420797218060025
-1.4440231204944471,-0.44057547336184594
-1.4485471374316925,-0.4393213816604818
-1.4530711543689376,-0.4383983049001645
-1.457595171306183,-0.43787468881946334
-1.4621191882434283,-0.4377908856696318
-1.4666432051806737,-0.4381592050744612
-1.4711672221179188,-0.43896367481553056
-1.4756912390551642,-0.4401532689689683
-1.4802152559924096,-0.44164396342881257
-1.484739272929655,-0.44332004055322
-1.4892632898669,-0.4450394611920822
-1.4937873068041454,-0.4466492066465706
-1.4983113237413908,-0.4480109191302184
-1.502835340678636,-0.44901213475694896
-1.5073593576158817,-0.44958833599653364
-1.5118833745531268,-0.449726169413808
-1.5086519338836628,-0.44944264243584164
-1.501542764410845,-0.4487457208410812
-1.4944335949380272,-0.4476075043021967
-1.4873244254652094,-0.44599141309888396
-1.4802152559923925,-0.4438717795206082
-1.4731060865195746,-0.4412965172800081
-1.4659969170467568,-0.43840203690425106
-1.458887747573939,-0.4355668561730272
-1.4517785781011212,-0.4346858373584622
-1.4446694086283034,-0.44151013605355227
-1.4375602391554858,-0.4615566338921044
-1.430451069682668,-0.4964591172801976
-1.4233419002098502,-0.5397317527632988
-1.4162327307370324,-0.5828146419928539
-1.4091235612642146,-0.6188497304378286
-1.4020143917913968,-0.6459106808611524
-1.394905222318579,-0.6632823648186315
-1.385857188444083,-0.6691966771042855
-1.3768091545695866,-0.6702101977047743
-1.3677611206950906,-0.6691056957082954
-1.3587130868205943,-0.6639426716029463
-1.3496650529460985,-0.64730319391347
-1.340617019071602,-0.6190408966898603
-1.331568985197106,-0.5778543003098248
-1.32252095132261,-0.5224419251510668
-1.3134729174481137,-0.45150229159128985
-1.3044248835736176,-0.36373392000820165
-1.2953768496991214,-0.25783533077950105
-1.286328815824625,-0.1325050442828959
-1.277280781950129,0.013558419103909043
-1.268232748075633,0.18165653900321185
1.0351381611182644,2.708825107552043
1.0584045339384072,2.5381544418265083
1.08167090675855,2.3792998847451927
1.104937279578693,2.231831514139723
1.1282036523988357,2.095319407841749
1.1514700252189785,1.9693336436829154
1.1747363980391212,1.8534442994948779
1.198002770859264,1.747221453109276
1.221269143679407,1.6502351823577572
1.2445355164995495,1.5620555650719687
1.2678018893196925,1.4822526790835604
1.2910682621398353,1.410866922491515
1.314334634959978,1.3447700850012547
1.3376010077801208,1.2843439351247645
1.3608673806002638,1.2309563523786027
1.3841337534204066,1.1873103177650606
1.3725005670103307,1.1516123131428693
1.3608673806002547,1.123190500823178
1.3492341941901789,1.1001076911570433
1.3376010077801028,1.0799337740116663
1.325967821370027,1.060361785001958
1.3143346349599512,1.040135626579895
1.3027014485498751,1.019262769711587
1.2910682621397993,0.997909035616145
1.2794350757297233,0.9763627698647053
1.2678018893196474,0.9549237597034168
1.2561687029095716,0.9338526884114735
1.2445355164994956,0.9133362142823551
1.2329023300894195,0.8934842376106302
1.2212691436793437,0.8743327226635749
1.209635957269268,0.8558464187122248
1.1980027708591918,0.8379114431694752
1.1846461494254057,0.8203447495187048
1.1678426579441974,0.8029397427509474
1.1510391664629895,0.7855310720411363
1.1342356749817817,0.7680267982079362
1.1174321835005734,0.7503968597266568
